id,name,asking_price,sde,multiple,sba_status
17542,"7 Year Old Arts And Crafts Subscription Business With 44 Courses and 2,500+ Paid Subscribers",378750.0,172157.0,2.200026719796465,no
17700,SBA-Eligible: Leading Amazon FBA Outdoor & Survival Brand w/ Triple Digit Growth,2170000.0,577949.0,3.754656552740813,yes
17818,SBA Pre-Qualified SAAS Business | 95% Client Retention | Growing 69% YOY | Amazing Growth Potential,3490000.0,929089.0,3.7563677968418525,yes
17904,Highly Profitable Content Site - Health & Fitness Niche - 1.25X Multiple - Not distressed,459000.0,366180.0,1.2534818941504178,no
17923,"Shopify Private Label Brand - Industry Leader Arts/Crafts - 900K Emails, 344K Unique Vis/Mth - 1.75X",500000.0,284901.0,1.7549955949610567,no
17938,Distressed Listing: Health Supplement with Massive Sales Selling at 1x Multiple,6799000.0,6796418.0,1.000379906003427,no
18001,"2 Year Old, Highly Profitable Content Site -  Home & Kitchen Niche - Over 100K Unique Visitors/mth",589000.0,198575.0,2.9661337026312475,no
18011,Sustainable Shopify Kitchen & Dining | 84% Gross Margins | $1M+ TTM Revenue | 825K+ Followers,580000.0,193665.0,2.994862262153719,no
18025,"Fast-growth Shopify Brand, Popular Wellness Category - $1.14MM SDE - Large Growth Opportunity, 2.85X",3250000.0,1141232.0,2.8477995709899475,no
18078,6 Year-Old Subscription-Based Business With Low Workload and Strong Margins,125000.0,38933.0,3.210643926745948,unknown
18096,10-Year-Old Grilling Amazon Business | 19% Revenue Growth | Wholesale Relationship | Low Workload,748000.0,250021.0,2.9917486931097788,no
18099,Easy to Operate 3-SKU FBA Business with Untapped Potential,119000.0,40745.0,2.920603755061971,unknown
18107,SBA Pre-Qualified Virtual Team Building Business | $526k of SDE on $660k in Revenue | 2.1x Multiple,1100000.0,526349.0,2.0898681293210397,yes
18124,SBA Pre-Qualified E-Com Biz | $1m+ Rev on $0 Ad Spend | Opps to Modernize 25 Year Old Biz,599000.0,232337.0,2.578151564322514,yes
18318,20+ Year Old Online Courses Portfolio (Recurring Revenue & Best Domain Name),197244.0,49311.0,4.0,no
18320,Dropship Shopify Site - Distressed with Immediate Upside - 1X Multiple - Womens' Clothing & Access.,87375.0,87375.0,1.0,no
18449,5-Year-Old eCommerce Brand | Untapped Sales Channels | $378k SDE,1250000.0,378606.0,3.3015852891924586,unknown
18546,"7-Yr-Old Amazon FBA Home & Kitchen Business - Strong YoY Growth and 12,000+ 4.5 Star Reviews",1380000.0,399744.0,3.452209414024976,no
18638,10-Year-Old Passive Evergreen Course Business | $149k SDE | Massive Opportunities for Growth,479000.0,149569.0,3.20253528471809,no
18639,"Fast Growing Dropship Wellness Brand w/ Passive Income, Low Overhead, and Turn-Key Model",1412000.0,504393.0,2.7994044326546956,no
18699,Fast-Growing Amazon FBA Business with 3 SKU's + Built-In Growth,310000.0,102452.0,3.025807207277554,no
18710,"Seasoned eCommerce Dropship Sites, 19 Years in Home Furnishings",169500.0,47824.0,3.5442455670792907,no
19050,Blissbury: Premium Sleep-Support FBA Brand | 50%+ Growth | 10K+ Reviews | 76% Gross Margins,1500000.0,447596.0,3.351236382809498,no
19095,Low Priced Amazon Electronic Accessories | 2.2x multiple | $260k+ SDE,575000.0,261971.0,2.194899435433693,no
19120,SBA Pre-Qualified Health & Fitness Content Site | 100%+ Rev and SDE Growth | 2.5M+ TTM Page Views,2000000.0,607632.0,3.2914658872475444,yes
19170,SBA Pre Qualified - 8-Year-Old Women’s Boutique - $670K SDE w/ Only $55k Ad Spend,2000000.0,670318.0,2.9836585023824513,yes
19223,"Amazon FBA Supplements | 12% YOY SDE Growth | Ph.D. Formulated Unique Products | 1,000+ Reviews",165000.0,58990.0,2.7970842515680623,no
19224,SBA Pre-Qualified 19-Year-Old Automotive Parts Brand | Diversified Revenue | 5% YoY SDE Growth,2031460.0,615594.0,3.2999996751105436,yes
19258,"Established Bicycle Manufacturer with 45.8% Growth, Repeat Revenue, & Celebrated Brand",1600000.0,505777.0,3.1634495044258637,yes
19332,Passive Amazon FBA Goal Planner Business | 12% TTM Revenue Growth with Little Work and No Ad Spend,165000.0,46385.0,3.5571844346232617,no
19374,Content Site in Mobile Gaming Niche | 7.8m Sessions & 3.3m Users in Past Year | Low Multiple,165000.0,108794.0,1.5166277552070886,no
19396,16 Year-Old Dropship Site w/ Significant Organic Sales | 47% YOY Sales Growth & 58% YOY SDE Growth,675000.0,299442.0,2.254192798605406,no
19437,Low Priced Amazon FBA Business | 328% TTM SDE Growth | 2x Multiple | Passive,195000.0,94948.0,2.053755739983991,no
19678,"SBA PreQualified 5-Year-Old FBA Business with over 10,000 4.4-Star Avg Reviews",1195000.0,386704.0,3.090218875418925,no
19796,"Athletic Massage Guns: 92.1% AVG Growth, Celebrated Brand, High 27% Net Profits",2690000.0,1140488.0,2.3586394595997504,unknown
19838,20+ Year Old Supplement Business | $2.9M+ SDE | 100% Amazon Rating,7000000.0,1631850.0,4.2896099518950885,unknown
19841,Motivated to Sell | 1.95x Multiple | High TTM Rev/SDE Growth | Amazon FBA Bags | 80%+ Gross Margins,321000.0,164814.0,1.9476500782700499,no
19845,SBA Pre-Qualified: B2B SaaS w/ 17.8% Earnings Growth and 12 Yr History,2200000.0,603976.0,3.6425288422056505,yes
19907,Dog Product Content Site - 3rd Party Financing - 3.5 Years Old - Ad & Affiliate Revenue - 2.7X,240000.0,88601.0,2.7087730386790216,no
19908,3 Content Sites - Available as Package or Individually - 107% Revenue & 121% SDE YoY growth - 1.92X,200000.0,104075.0,1.9216910881575786,no
19940,Low Priced Custom Products Shopify Business | $2M+ TTM Revenue | $400k+ TTM SDE | 80% Digital Orders,775000.0,399095.0,1.9418935341209487,no
20127,Board Blazers - High Margin 9+ Year Old FBA Biz | Over 3k+ Reviews | Seller Financing,199000.0,88848.0,2.2397802989375113,unknown
20272,FBA Resale Biz | 1.28x Multiple | Great Growth | 100% Seller Rating TTM,675000.0,524957.0,1.285819600462514,unknown
20294,7-Yr-Old Parenting Site | 136k Following | $160k SDE | 5-7 Hr Work Week,525000.0,162727.0,3.2262623903838943,unknown
20395,Amazon Skincare Line | High Margins | Unique Formulations,900000.0,382584.0,2.352424565585597,no
20398,Amazon FBA Biz w/ Differentiated Hero ASIN | Growth Potential w/ More Involved Owner | Great Reviews,235000.0,72270.0,3.2516950325169502,no
20427,Health and Wellness Amazon Business | Price Reduced | 2.6x Multiple | $250k TTM SDE,650000.0,250205.0,2.5978697468076177,no
20575,11-Year-Old Established FBA Supplement Business,359000.0,110330.0,3.253874739418109,unknown
20580,General Health and CBD Content Site | $1.3M TTM SDE | 500%+ Traffic and SDE Growth,4500000.0,1288493.0,3.4924520350518007,no
20588,75% Finaceable | $120k+ TTM SDE | Amazon FBA Kitchen Products | 41% TTM Revenue Growth,385000.0,122404.0,3.145322048299075,no
20634,Amazon FBA Health and Fitness Brand,300000.0,149322.0,2.009081046329409,no
20667,Motivated Seller | 1.4x Multiple | Content Site Portfolio | $1M+ TTM SDE | 194% SDE Growth,1415000.0,1011715.0,1.3986152226664623,no
20767,"Amazon FBA Outdoor Brand | Solid Margins | 2,400 Reviews | 3 SKUs | Product Expansion Potential",400000.0,157401.0,2.5412799156295067,no
20815,Quick Sale Opportunity | Below 1x Multiple | Esoteric Digital Products Business | Established Team,300000.0,331718.0,0.9043826382650324,no
21009,Amazon SAAS Company | 2.1x Multiple | No Active Marketing | Value Add Buyer Desired,225000.0,105281.0,2.137137755150502,no
21049,"SBA Pre Qualified: 4,000+ Course Membership Business With 83% Recurring Revenue 155% YoY SDE Growth",4200000.0,1083078.0,3.877837053287021,yes
21397,8 Yr Old Home & Kitchen E-Comm Business | 51% Repeat Orders | 10% YoY Revenue Growth | Strong Brand,1740000.0,502520.0,3.4625487542784366,no
21413,SBA Pre Qualified | Health & Wellness DTC | 80% Gross Profit | Exploding Niche,690000.0,230418.0,2.9945577168450384,unknown
21790,"14 Yr-Old Financial Investment Tracking SaaS Business, Consistent Growth, Strong Recurring Revenue",399376.0,99844.0,4.0,yes
21809,4 Year Old Party Access. Biz | +46% YoY Rev | Brand Registered | Owner Financing,445000.0,167420.0,2.657985903715207,unknown
21821,Turnaround Opportunity in the Pet Niche | Amazon FBA | 2.1x Multiple,239000.0,112559.0,2.123330875363143,no
21876,"4-Year-Old Shopify, FBA, & Wholesale Pilates Towel Business with Patented Product",70000.0,42760.0,1.6370439663236669,no
21899,FBA Automotive Touchscreen Protectors and Accessories | Thousands of 5-Star Reviews,400000.0,147412.0,2.7134832985102975,yes
21930,19-Year-Old Ecommerce Surfing Accessories Business | Premium Domain Name | Low Workload,1000000.0,317198.0,3.152604997509442,no
21934,10 Year Old Art Supply Subscription Box Business w/ Loyal Community and Diversified Traffic,390000.0,196003.0,1.989765462773529,no
22082,4-Year-Old Food Blog | 416 Posts | Low Workload | Large Social Following,275000.0,137958.0,1.9933602980617289,no
22301,13-Year-Old Unique Amazon FBA Special Effects Lighting Products,120000.0,42541.0,2.8208081615382805,no
22437,"SBA Pre-Qual | 8 Yr Old Reputable SaaS Portfolio, High Barrier to Entry, Passive,  2.3M+ Users",4277745.0,1425915.0,3.0,yes
22520,Growing Custom Artwork Shopify Business | 81% Digital Orders | 4k+ Reviews | 2.0x Multiple,1053000.0,526438.0,2.00023554530638,no
22599,"Distressed - Ecommerce, Dropship, Print-On-Demand - Patriotic T-Shirts - $36K TTM SDE",72500.0,36287.0,1.997960702179844,no
22680,Turn Around E-Com Supplement Brand | 1x Multiple,550000.0,517036.0,1.0637557152693429,no
22692,Amazon FBA Business in Home Goods w/Great Margins and Expansion Opportunities,227500.0,90920.0,2.502199736031676,no
22863,Music Education Digital Products Business | Operator in Place | Visionary for Turnaround Needed,499000.0,216052.0,2.309629163349564,no
22943,Shopify/Amazon Sea Moss Brand | $270K+ MRR | 90%+ Gross Margin | US Made | 30%+ Growth,5850000.0,1463306.0,3.99779676978021,yes
23097,13-Year-Old Specialty Hand Tools Business | 47% YOY SDE Growth | 40% Repeat Rev on Branded Site,13500000.0,2999437.0,4.500844658514247,yes
23136,Amazon UK and US FBA Gift Business | Motivated Seller | High Growth | Low Ad Spend,550000.0,289734.0,1.8982929169514107,no
23204,Phenomenal 16-Year-Old Content and Directory Site for Runners | 6.9M Pageviews | $89k SDE,357000.0,89415.0,3.992618688139574,no
23262,"13+ Year Old Food Blog With 1,100 Posts + Multiple Traffic Sources",499000.0,178351.0,2.797853670570953,unknown
23429,4 Year Old Ergonomic Chair and Desk Business | Multiple Revenue Channels | Massive Growth Potential,600000.0,326996.0,1.8348848303954788,unknown
23462,"Quick Sale Opportunity | Amazon FBA Home Decor | 2,000+ Reviews | 1.3x Multiple",60000.0,48512.0,1.2368073878627968,no
23473,Distressed Listing: Established Water Bottle Brand w/Great Potential,125000.0,34674.0,3.6050066332122053,no
23521,Garden Supply Biz | Amazing Growth | Partial SBA Pre-Approval | 99% 4.9 ⭐ Rating,1485000.0,445462.0,3.3336176823163366,unknown
23586,Ultra-Premium Performance Bag Business w/ High Margins,350000.0,108991.0,3.2112743254030147,no
23592,SBA Prequalified: Leading Personal Finance Content Business w/Diversified Earnings,3500000.0,624060.0,5.608435086369901,yes
23620,SBA Pre-Qualified Custom Artwork Shopify Business | 75% Digital Sales | Turnkey Operations,1400000.0,570668.0,2.4532652961091213,yes
23624,11 Year Old eCommerce Business | Steady History | Seller Financing Available,906000.0,362520.0,2.499172459450513,no
23675,SBA Pre-qual 22 year old Snow Sports Biz | $2.18m Rev | 1.2% Ad Spend | Huge Growth Opportunities,1850000.0,486894.0,3.7995949837130873,yes
23680,Content Portfolio Package With 3 Finance Websites,150000.0,60471.0,2.4805278563278264,no
23709,"SBA Pre-Qual Home Décor DTC and FBA Brand | 2,700+ 5-Star Reviews",1000000.0,522248.0,1.9147990992785038,yes
23775,10-Year-Old Evergreen Content Business with Website Manager,550000.0,463818.0,1.1858099513171114,no
24040,Low Workload 4 Year Old Growing Food Blog With 170+ Posts,172500.0,52271.0,3.300109047081556,no
24061,Luxury Travel Content Biz | SBA Pre-Approved for $5M | SDE +129% YoY | Rev $2.1M +131% YoY,7750000.0,2005460.0,3.8644500513597877,yes
24112,Adventure Travel Blog | Established Team | Exclusive AirBnB Affiliate Access | 5K+ Posts | 70 DR,2500000.0,925166.0,2.702217764163404,no
24348,Flight/Travel Deals Subscription Service | 73% SDE Margin | $373K ARR | Untapped Potential,2490000.0,551668.0,4.51358425719817,yes
24362,"SBA Pre-Qualified | 11-Yr-Old Amazon FBA | Eyewear | 37,000 4.4-Star Reviews | Positive YOY Trends",3565000.0,1188075.0,3.0006523157208087,yes
24379,Content Site | Best-in-Class Tech Niche Authority | 7MM Visitors/Yr | YOY Growth Rev 491% & SDE 546%,700000.0,330156.0,2.1202098401967553,no
24587,High Growth Custom Pet Shopify Business | 2.0x Multiple,1630000.0,813601.0,2.003439032154582,no
24594,"Home & Kitchen Brand | Dropship, Passive Income, Turnkey | Low Multiple",567800.0,378567.0,1.4998666022130824,no
24695,4+ Year Old Travel Blog With 350% YoY Traffic Growth,625000.0,186174.0,3.3570745646545705,no
24779,Home and Kitchen Brand | Multiple Patents | 1.7x Multiple | Shark Tank Featured | High Margins,750000.0,450362.0,1.6653270036104288,no
24842,Workout Blog | Subscription Revenue | 10+ Years Old | Marketing Needed,260000.0,92258.0,2.8181837889397126,no
24844,4 Year Old Amazon FBA Business In Kids Outdoor Sporting Category w/30% Net Margins,2850000.0,798704.0,3.568280614595645,no
24946,Established 5 Year Old Lifestyle Business Focused On Wooden Baby Products,326000.0,112475.0,2.898421871527006,no
25005,Amazon FBA and Reseller Business Selling at Low Multiple,1225000.0,699998.0,1.7500050000142857,yes
25141,Quick Sale Opportunity 14 Year Old Travel Content Site | 80% Affiliate | Strong Domain Authority,275000.0,181588.0,1.5144172522413375,no
25215,SBA Prequalified: 21+ Year Old Transportation Industry Ecom Business With No Paid Ads,4640000.0,1546035.0,3.001225716106039,yes
25230,Gaming Blog w/Growing Mediavine Earnings and Strong Traffic Trends,545500.0,184595.0,2.9551179609415206,no
25250,"Price Reduced: 9-Year-Old SaaS Business with $86k MRR and $1,250 LTV",1750000.0,848592.0,2.062239568603051,no
25264,12-Year-Old WordPress Subscription Management Business |$306K SDE **Partial Financing Available,828000.0,306911.0,2.697850516925102,no
25286,Aphrodisiac Chocolate Biz w/ Massive Growth & Huge Margins | Selling Due to Co-Founder Falling Out,6100000.0,2037860.0,2.9933361467421706,no
25452,Home Renovation Drop Ship Biz | YOY Revenue UP 75% | High AOV | 1.94x Multiple,239000.0,123420.0,1.9364770701669098,unknown
25477,11 Year Old Home & Kitchen FBA Brand | Truly Unique Products | Owners Ready for Retirement,755000.0,229241.0,3.293477170314211,no
25726,2 Year Old Free Sample Portfolio Of 8 Affiliate Websites With 250k+ Subscribers,562500.0,281236.0,2.0000995605114564,no
25772,Quick Sale Opportunity Reflexology Health Business | Low Competition | Strong Margins,110000.0,71069.0,1.547791582827956,no
25934,"SBA Pre-Qualified: Sleep Aid eCommerce w/ Strong Brand & Growth Ops, YoY Rev +35%, SDE +125%",1570000.0,628438.0,2.498257584678202,unknown
26074,"SBA Pre-Qual | Proprietary Saas Tools for Traders, 1700 Customers, Built-in Growth, 4.8 Star Rating",10000000.0,2366119.0,4.226330121181563,yes
26079,Subscription Based Newsletter | $40K+ MRR | 300K Email Subscribers | 575K Instagram Followers,1999000.0,663126.0,3.0145100629442974,no
26105,8-Year-Old Pet Safety Brand | 20% Repeat Purchase Rate | 21% YOY Revenue Growth Past 6 Mos.,655900.0,218636.0,2.999963409502552,yes
26197,5-Yr-Old Running and Fitness Accessories Brand | Below 1x w/ Inventory Included,85000.0,38491.0,2.2083084357382243,no
26243,"Recently Reduced: 6 Year Old Mattress Blog - 1,500 Posts - Low Workload",160000.0,290819.0,0.5501703808898318,no
26302,SBA Qualified Growing Baby Products Brand | Amazon FBA and Shopify | Established Team | US Supplier,320000.0,98242.0,3.2572626778770792,yes
26353,SBA Pre-qualified 20-Year-Old Library Resource Business | 77 Year-Old Owner Retiring,315000.0,81598.0,3.8603887350180153,yes
26480,Automated Resume-Writing Service | 78% Net Margins | Little Marketing | Seller Financing Available,500000.0,250046.0,1.9996320676995434,no
26573,"Growing EdTech Business: 85% Recurring Revenue, 11K+ Annual Subscribers, 17.6% CAGR",14645000.0,2440948.0,5.999718142295534,unknown
26636,SBA Camper Van Ecom Brand | 70% Organic Traffic | $900+ AOV | 8-Figure Revenue Potential,3000000.0,814541.0,3.6830558559974267,yes
26690,Sports-betting Picks & Handicapping Services Biz | Est. 2009 | TTM 64% Net Margins | 1.5x Multiple,680000.0,453764.0,1.498576352465158,no
26749,3 Site Content Portfolio in DIY Repair Category w/Millions of Monthly Visits,450000.0,383848.0,1.1723390508743043,no
26838,SBA Shopify Custom Home Decor | $130 AOV | High Gross Margins | US Manufacturing,575000.0,240457.0,2.391279937785134,yes
27128,"Low Workload Digital Products and Affiliate Business w/14,000 Customers and Transferable Team",600000.0,246180.0,2.4372410431391667,no
27226,"Shopify Private Label CBD | 75% Repeat Customers | 360+ Subscribers, ~13K Recurring/Month | 1.85x",250000.0,135358.0,1.8469540034574978,no
27268,"Growing Outdoor Structures Drop Ship Business w/$10,000+ Average Order Size",1200000.0,340950.0,3.519577650681918,no
27278,2 Year Old Agency Focused On HARO - Low 5 - 7 Hour A Week Owner Workload,50000.0,60931.0,0.8206003512169503,no
27296,"Amazon FBA | Established 4 SKU Brand | Diversion Safes & Fireproof Products | 3,000 4.7-Star Reviews",65000.0,26273.0,2.4740227610094014,no
27495,Virtual Summit Business in the Education Space | 58% Net Margins | Multiple Growth Opps,929000.0,289803.0,3.2056258906912625,yes
27532,SBA Qualified Social Media Marketing Agency | Subscription Revenue | $9.5K LTV | Established Team,1200000.0,339166.0,3.5380904925611647,yes
27592,Niche-Leading Travel Blog with 7M Annual Users and 107% YoY Growth,900000.0,233777.0,3.849822694277025,no
27643,Shopify | Private-Label Premium Wall Paneling Products | Multichannel | $593K SDE & Growing | 2.5x,1485000.0,593944.0,2.5002357124577403,no
27689,SBA Qualified Yoga Digital Products | Operator in Place | 8 Years Old | Marketing Needed,565000.0,202574.0,2.7891042285781986,yes
27936,SBA Qualified Growing Real Estate Digital Services Business | 50% Net Margins | $500+ LTV,1600000.0,431649.0,3.706715409974308,yes
28011,Category-Leading Amazon FBA Blankets Business with 90%+ YoY Growth and 4.8 Product Rating,1000000.0,365618.0,2.735095099256601,no
28025,Partial SBA Pre-Qualified Test Prep Membership Business | 100% Organic | Zero Marketing | 15K Subs,6000000.0,863521.0,6.948296567194081,yes
28115,SBA Pre-Qualified Amazon FBA Health Supplement Company | 15K+ Amazon Subscribers | US Manufacturing,4000000.0,1125198.0,3.554929887895286,yes
28179,SBA PQ | Passive Test Prep Business | YouTube 75.6K Subs - 9.5M Views | YoY Rev/SDE Growth 63% & 67%,560000.0,158618.0,3.530494647517936,yes
28317,Quick Sale Opportunity | Amazon Dog Gear | USA Made | Trademarked | Design Patent,50000.0,30078.0,1.6623445707826319,no
28692,Vehicle Camping and Off-roading Amazon FBA Business | 40% Growth | $1.4m Revenue,660000.0,201490.0,3.2755968038116037,no
28740,WordPress Dog Content Site | Quality Content | Low Workload,130000.0,69237.0,1.877608792986409,no
28755,Distressed Personalized Jewelry Brand | 650K Followers | 3K+ Reviews | 1.6M Emails,500000.0,219329.0,2.2796802976350596,unknown
28876,3-Year-Old Content Site | Quick Sale Opportunity | Global Cuisine/Recipes | 50 DA | 1.23x Multiple,144000.0,117235.0,1.2283021282040347,no
28928,Upwork-Like Platform for Tutoring | Solid Reputation | Massive Industry | Low Multiple,750000.0,338297.0,2.2169868488340128,no
29014,10-Year-Old Outdoor Living Retailer | 100% USA Suppliers | 20x ROAS,450000.0,131044.0,3.4339611122981593,no
29066,14-Year-Old Day Trading Futures Software and Education Business | Partial SBA | 60% Repeat Customers,1000000.0,342491.0,2.919784753467974,unknown
29208,11 Year Old B2B Cloud-Based CRM for Roofing Contractors | Avg Sub 5+ Years | Scaling Opportunity,1025000.0,186873.0,5.4850085352084035,no
29211,7-Year-Old Amazon FBA Brand | Baby Niche | Low Workload,104995.0,41998.0,2.5,no
29262,12-Year-Old WordPress Content Site | Strong Domain Authority + Low Workload,330000.0,132105.0,2.498012944248893,no
29379,SBA Pre-Qualified: 12-Year-Old SaaS Business | Owner Works 5 Hours per Week,3700000.0,731394.0,5.058832858896846,yes
29429,Growing Jewelry Business | +137% YoY Revenue | +92% SDE | 76% Gross Margins,480000.0,232629.0,2.063371290767703,no
29525,10+ Year Old Greek Mythology Blog - Evergreen Content - Low Workload,159250.0,45499.0,3.500076924767577,no
29530,Alternascript & Hair Labs,1000000.0,339081.0,2.9491478437305543,yes
29592,Profitable 20-Year-Old Furniture eComm Business Primed for Immense Upside,1300000.0,519565.0,2.5020930971100825,unknown
29598,SBA Pre-Qualified Health & Wellness Content Sites | 58% SDE Margins | Strong Backlinks,2100000.0,729418.0,2.8790076471926933,yes
29684,10-Year-Old Personal Finance Blog | 800+ Posts | Low Multiple,699000.0,228321.0,3.0614792331848584,no
29740,Growing Digital Marketing Biz | Revenue +86% YoY | SDE +123%,1100000.0,563703.0,1.9513821994915763,unknown
29862,"SBA Pre Approved: Market-Leading Real Estate Content Biz | 3,486 Subscribers | Conservative Growth",899000.0,319929.0,2.8099984684101784,yes
29867,SBA Pre-Qualified Outdoor Living Ecomm Business | 320% YoY Growth | $4.5K Average Order Value,1000000.0,377188.0,2.651197811171087,yes
29908,Merch By Amazon Business w/Massive Capacity Allocations Available & Untapped Growth,218500.0,109812.0,1.9897643244818417,no
30193,SBA Email SaaS Company | Low 1 Customer per Month Churn | Sales Experience Needed,610000.0,206445.0,2.9547821453655936,yes
30199,SBA Pre-Qualified | 14 Year-Old Eyewear Brands | Exclusive Vendors | B2B Growth Opportunities,1400000.0,549962.0,2.5456304253748443,yes
30373,Seller Financing Available | Personal Grooming Shopify Biz | Motivated Seller | Marketing Needed,65000.0,129540.0,0.5017755133549483,no
30747,"SBA Max $5M Pre-Approval | Exploding SaaS Trading Platform | $5.4M REV, $2.7M+ SDE - UP 212%",8000000.0,2644634.0,3.02499325048381,unknown
30805,9 Year Old Amazon FBA Business w/28% Net Margins | Strong Brand | Low Multiple,375000.0,153987.0,2.435270509848234,no
30856,10-Year-Old FBA Candy Business | 25-35% SDE Margins | Strong Supplier Relationships,2250000.0,876060.0,2.5683172385453052,unknown
30857,Tennis Training Ecomm Business | Outstanding 59% SDE Margin | 21% YoY Growth,2995000.0,845445.0,3.5425131143953776,no
30874,6-Year-Old Anime Drop-Ship Business | $61K SDE | Low Workload,115500.0,61128.0,1.8894778170396545,no
30905,"Pet Products Business - 6.5M Social Followers, Strong Organic Rank, 800k Email Subs, Recurring Rev.",1591000.0,636532.0,2.499481565734323,no
30994,Amazon Keto Snacks | Passive $8K Subscription Revenue | Marketing Needed | US Manufacturing,100000.0,30017.0,3.3314455142086152,no
31468,SBA Pre-Qualified 22-Year-Old Education Publisher Selling Bilingual Materials w/High Margins,550000.0,326919.0,1.6823739213689017,yes
31903,Seller Financing Available | Shopify Travel and Outdoor Brand | No Amazon Presence | 75% Gr Margins,165000.0,62855.0,2.6250894916872167,no
32079,"14+ Year Old Food Blog With 1,800+ Posts And Multiple Growth Opportunities",227999.0,114761.0,1.9867289410165474,no
32257,"Category-Leading Patented Vegan FBA Brand | 30% SDE Margin | 60% YoY Growth | 12,000+ Reviews",2125000.0,607574.0,3.4975163519176267,no
32328,9-Year-Old Amazon FBA Flag Business | 33% YoY SDE Growth | Low Workload,260000.0,133516.0,1.9473321549477216,no
32616,SBA & Conv. PQ - $8M | 17-Yr-Old Multi-Channel Consumer Tech | YoY 24% Rev & 22% SDE Growth | 3.4x,8999000.0,2653336.0,3.3915795059502454,yes
32681,Premium Home Category Biz with $12.3M in Revenue Selling for Inventory value + Goodwill,3000000.0,1786602.0,1.6791652533692452,no
32788,10-Year-Old UX Research SaaS | $263K ARR | $156K ARR In Pipeline | $724 ARPU | $11K LTV,450000.0,189267.0,2.3775935583065193,unknown
32811,5-Year-Old SaaS Business | WordPress and Shopify | Low Owner Workload,2730000.0,606521.0,4.50108075400522,yes
32968,4-Year-Old Online Course and Coaching Biz | Low Workload | Multiple Growth Ops,78000.0,35926.0,2.171129544062796,no
32980,SBA Pre-Qualified | 8-Year-Old Agency | 46.9% YoY SDE Growth | Strong Recurring Revenue,4300000.0,1048070.0,4.102779394506092,yes
33332,Fast Growing Amazon FBM | Used Cameras & Electronics | 300% YoY Growth | Low Overhead,650000.0,420981.0,1.544012675156361,no
33344,Distressed Supplement Brand | 87% Gross Margin | 25% Repeat Order Rate | Untapped Growth Potential,50000.0,28463.0,1.7566665495555633,unknown
33537,Cash-Strapped Health Food CPG Brand with Costco PO in Need of Buyer with Capital,500000.0,819650.0,0.610016470444702,no
33550,"Largest Newsletter for AI Researchers, Developers, and Industry Leaders with $80k Monthly Ad Revenue",4000000.0,762432.0,5.24636951229749,unknown
33589,7 Year Old Amazon FBA Business Selling Lawn Tools w/37% Net Margins & Steady 3 Year Growth,2050000.0,633358.0,3.23671604369093,yes
33775,SBA Pre-Qual | 35-Year-Old B2B Industrial Equipment Distributor | 80% Repeat Customers | ~$2K AOV,3200000.0,1070200.0,2.9900953092879834,yes
